class_label,word,generated_wav,reference_wav,generated_mel,reference_mel,mcd
1,Hello!,label001_trial0017_pred_Hello.wav,audio1.wav,label001_trial0017_pred_mel.csv,audio1_logmel.csv,423.3285064743473
2,Yes!,label002_trial0015_pred_Yes.wav,audio2.wav,label002_trial0015_pred_mel.csv,audio2_logmel.csv,372.3567237495587
8,Up,label008_trial0003_pred_Up.wav,audio8.wav,label008_trial0032_pred_mel.csv,audio8_logmel.csv,388.1317073964253
8,Up,label008_trial0032_pred_Up.wav,audio8.wav,label008_trial0032_pred_mel.csv,audio8_logmel.csv,388.1317073964253
9,Down,label009_trial0000_pred_Down.wav,audio9.wav,label009_trial0000_pred_mel.csv,audio9_logmel.csv,392.5270371318312
10,Left,label010_trial0026_pred_Left.wav,audio10.wav,label010_trial0026_pred_mel.csv,audio10_logmel.csv,335.678601169863
11,Right,label011_trial0025_pred_Right.wav,audio11.wav,label011_trial0025_pred_mel.csv,audio11_logmel.csv,326.69566486811215
14,Head,label014_trial0006_pred_Head.wav,audio14.wav,label014_trial0006_pred_mel.csv,audio14_logmel.csv,330.46737884699485
15,Arm,label015_trial0029_pred_Arm.wav,audio15.wav,label015_trial0029_pred_mel.csv,audio15_logmel.csv,419.92560748860313
16,Arms,label016_trial0023_pred_Arms.wav,audio16.wav,label016_trial0023_pred_mel.csv,audio16_logmel.csv,435.9289509353719
17,Leg,label017_trial0013_pred_Leg.wav,audio17.wav,label017_trial0013_pred_mel.csv,audio17_logmel.csv,352.2633144728539
20,Hands,label020_trial0019_pred_Hands.wav,audio20.wav,label020_trial0031_pred_mel.csv,audio20_logmel.csv,313.097156870719
20,Hands,label020_trial0031_pred_Hands.wav,audio20.wav,label020_trial0031_pred_mel.csv,audio20_logmel.csv,313.097156870719
22,Feet,label022_trial0021_pred_Feet.wav,audio22.wav,label022_trial0021_pred_mel.csv,audio22_logmel.csv,338.1344961740339
26,Three,label026_trial0001_pred_Three.wav,audio26.wav,label026_trial0010_pred_mel.csv,audio26_logmel.csv,397.37994795206714
26,Three,label026_trial0010_pred_Three.wav,audio26.wav,label026_trial0010_pred_mel.csv,audio26_logmel.csv,397.37994795206714
28,Five,label028_trial0002_pred_Five.wav,audio28.wav,label028_trial0002_pred_mel.csv,audio28_logmel.csv,448.4604103262578
29,Six,label029_trial0005_pred_Six.wav,audio29.wav,label029_trial0005_pred_mel.csv,audio29_logmel.csv,414.69639338231264
30,Seven,label030_trial0016_pred_Seven.wav,audio30.wav,label030_trial0016_pred_mel.csv,audio30_logmel.csv,403.32591759978004
36,Before,label036_trial0008_pred_Before.wav,audio36.wav,label036_trial0028_pred_mel.csv,audio36_logmel.csv,440.85601573590105
36,Before,label036_trial0028_pred_Before.wav,audio36.wav,label036_trial0028_pred_mel.csv,audio36_logmel.csv,440.85601573590105
37,Now.,label037_trial0014_pred_Now.wav,audio37.wav,label037_trial0014_pred_mel.csv,audio37_logmel.csv,455.67856141872437
41,Tomorrow,label041_trial0024_pred_Tomorrow.wav,audio41.wav,label041_trial0024_pred_mel.csv,audio41_logmel.csv,477.53410518155727
44,Bath,label044_trial0022_pred_Bath.wav,audio44.wav,label044_trial0022_pred_mel.csv,audio44_logmel.csv,424.60085358929825
46,Daughter,label046_trial0030_pred_Daughter.wav,audio46.wav,label046_trial0030_pred_mel.csv,audio46_logmel.csv,364.4153559779767
50,Nurse,label050_trial0011_pred_Nurse.wav,audio50.wav,label050_trial0011_pred_mel.csv,audio50_logmel.csv,451.4655020343431
58,Why?,label058_trial0004_pred_Why.wav,audio58.wav,label058_trial0004_pred_mel.csv,audio58_logmel.csv,390.0043439041254
60,How?,label060_trial0012_pred_How.wav,audio60.wav,label060_trial0012_pred_mel.csv,audio60_logmel.csv,464.55735743447804
65,I can t,label065_trial0027_pred_I_can_t.wav,audio65.wav,label065_trial0027_pred_mel.csv,audio65_logmel.csv,341.4332548737809
68,Help!,label068_trial0007_pred_Help.wav,audio68.wav,label068_trial0007_pred_mel.csv,audio68_logmel.csv,581.1609792374067
70,Hot,label070_trial0018_pred_Hot.wav,audio70.wav,label070_trial0018_pred_mel.csv,audio70_logmel.csv,451.2462540952902
73,Ribbon,label073_trial0020_pred_Ribbon.wav,audio73.wav,label073_trial0020_pred_mel.csv,audio73_logmel.csv,382.32274700184587
74,Palm,label074_trial0009_pred_Palm.wav,audio74.wav,label074_trial0009_pred_mel.csv,audio74_logmel.csv,482.422933300559
AVG,AVG,,,,,404.229118
