0.000000,593.212158,595.410278,595.410278,457.492035,592.834229,524.111145,574.486084,569.199829,568.871460,581.255676,588.112244,588.112244,652.907593,574.679077,574.679077,542.320557,732.874146,516.520203,458.632996,458.632996,417.968475,447.194061,508.007385,542.286438,654.805603,482.605743,497.893707,520.227844,562.809265,582.815674,573.646240,535.859314
593.212158,0.000000,309.495911,309.495911,512.660339,296.645203,508.638824,415.109344,436.543640,454.525177,432.247192,392.627960,392.627960,384.555267,415.203400,415.203400,481.375824,462.479462,552.621277,570.622437,570.622437,570.261353,511.612732,404.320984,391.996307,368.204468,428.039551,479.213013,490.261475,469.486237,379.922913,348.247131,425.946503
595.410278,309.495911,0.000000,0.000000,486.771149,250.533432,538.422607,449.812622,419.168060,402.871948,468.519867,331.885162,331.885162,384.284790,435.238159,435.238159,365.258087,471.386383,527.539673,606.652100,606.652100,556.731140,503.512207,420.161957,403.340637,402.415009,411.197510,494.317352,501.257965,450.904602,338.068817,436.944733,413.009827
595.410278,309.495911,0.000000,0.000000,486.771149,250.533432,538.422607,449.812622,419.168060,402.871948,468.519867,331.885162,331.885162,384.284790,435.238159,435.238159,365.258087,471.386383,527.539673,606.652100,606.652100,556.731140,503.512207,420.161957,403.340637,402.415009,411.197510,494.317352,501.257965,450.904602,338.068817,436.944733,413.009827
457.492035,512.660339,486.771149,486.771149,0.000000,509.146118,305.174133,338.957062,442.654480,370.218597,430.732910,455.727448,455.727448,508.490356,384.898712,384.898712,377.451569,506.245270,296.412872,361.790405,361.790405,320.306519,249.230423,312.581757,404.548492,550.313538,385.337433,368.423767,426.365967,414.644287,493.733307,448.107300,367.918243
592.834229,296.645203,250.533432,250.533432,509.146118,0.000000,542.421082,425.523376,420.284241,419.794983,471.172821,356.447906,356.447906,387.347290,461.449615,461.449615,409.198486,492.223541,525.827393,627.082886,627.082886,572.634094,511.803955,443.294281,427.361176,430.361298,433.709564,537.503174,454.916931,473.018768,346.584473,435.686981,428.286499
524.111145,508.638824,538.422607,538.422607,305.174133,542.421082,0.000000,348.347260,457.805389,400.377289,386.510742,478.527527,478.527527,522.810364,378.364655,378.364655,429.640106,491.999756,366.485992,301.940887,301.940887,359.686584,305.837769,340.111298,393.154999,551.672974,338.074158,411.423645,418.614471,421.273254,550.988037,431.370026,419.927185
574.486084,415.109344,449.812622,449.812622,338.957062,425.523376,348.347260,0.000000,441.451508,385.377228,421.951660,442.040985,442.040985,451.366943,361.762878,361.762878,432.976868,412.803711,432.096497,394.552185,394.552185,423.876648,331.692902,268.206818,393.031067,471.531647,401.095703,472.504883,460.879150,414.855072,431.702393,406.981689,429.394043
569.199829,436.543640,419.168060,419.168060,442.654480,420.284241,457.805389,441.451508,0.000000,364.292389,331.419250,405.628448,405.628448,398.287720,381.861725,381.861725,363.460632,573.647156,458.833008,529.906128,529.906128,532.236633,461.645782,392.947021,352.347107,441.587524,361.466125,465.378571,482.314728,375.111877,403.521545,378.742645,352.072571
568.871460,454.525177,402.871948,402.871948,370.218597,419.794983,400.377289,385.377228,364.292389,0.000000,386.300262,335.831726,335.831726,485.267731,346.590118,346.590118,308.198090,516.546631,404.108765,475.079468,475.079468,484.904175,393.007202,354.070862,346.968994,389.034149,321.231262,406.573761,450.609741,388.690063,424.571045,420.496002,371.544708
581.255676,432.247192,468.519867,468.519867,430.732910,471.172821,386.510742,421.951660,331.419250,386.300262,0.000000,417.674927,417.674927,483.596497,330.698914,330.698914,411.243896,576.879272,443.697754,511.459259,511.459259,509.631470,462.844116,378.440460,223.695938,396.419708,342.069580,453.818115,465.253204,426.455322,470.304718,202.722198,381.619965
588.112244,392.627960,331.885162,331.885162,455.727448,356.447906,478.527527,442.040985,405.628448,335.831726,417.674927,0.000000,0.000000,450.635040,372.444366,372.444366,303.212463,499.650543,484.789703,563.597961,563.597961,553.892639,476.336334,401.919769,369.745178,369.905487,389.337799,411.421967,475.544342,410.821136,380.062286,414.980438,367.767700
588.112244,392.627960,331.885162,331.885162,455.727448,356.447906,478.527527,442.040985,405.628448,335.831726,417.674927,0.000000,0.000000,450.635040,372.444366,372.444366,303.212463,499.650543,484.789703,563.597961,563.597961,553.892639,476.336334,401.919769,369.745178,369.905487,389.337799,411.421967,475.544342,410.821136,380.062286,414.980438,367.767700
652.907593,384.555267,384.284790,384.284790,508.490356,387.347290,522.810364,451.366943,398.287720,485.267731,483.596497,450.635040,450.635040,0.000000,445.125153,445.125153,524.400757,409.031311,523.497498,602.201782,602.201782,571.216736,549.195557,473.215759,455.292694,444.002655,463.015503,587.294739,460.064606,362.762451,387.082001,470.638550,468.148346
574.679077,415.203400,435.238159,435.238159,384.898712,461.449615,378.364655,361.762878,381.861725,346.590118,330.698914,372.444366,372.444366,445.125153,0.000000,0.000000,417.983398,481.005096,405.460052,474.679932,474.679932,492.868744,421.417542,326.736176,248.878662,401.534393,330.004883,395.139587,470.029724,401.932129,444.485229,352.115173,350.241577
574.679077,415.203400,435.238159,435.238159,384.898712,461.449615,378.364655,361.762878,381.861725,346.590118,330.698914,372.444366,372.444366,445.125153,0.000000,0.000000,417.983398,481.005096,405.460052,474.679932,474.679932,492.868744,421.417542,326.736176,248.878662,401.534393,330.004883,395.139587,470.029724,401.932129,444.485229,352.115173,350.241577
542.320557,481.375824,365.258087,365.258087,377.451569,409.198486,429.640106,432.976868,363.460632,308.198090,411.243896,303.212463,303.212463,524.400757,417.983398,417.983398,0.000000,605.263123,422.008972,498.824127,498.824127,490.190216,403.643036,384.733307,401.556580,443.530853,361.908936,398.972198,453.720154,424.544525,408.796631,450.139343,378.116882
732.874146,462.479462,471.386383,471.386383,506.245270,492.223541,491.999756,412.803711,573.647156,516.546631,576.879272,499.650543,499.650543,409.031311,481.005096,481.005096,605.263123,0.000000,549.439331,529.505737,529.505737,563.483215,519.017151,442.273499,539.715027,466.336060,561.062195,595.264038,567.926453,485.985718,487.461273,552.702881,526.312561
516.520203,552.621277,527.539673,527.539673,296.412872,525.827393,366.485992,432.096497,458.833008,404.108765,443.697754,484.789703,484.789703,523.497498,405.460052,405.460052,422.008972,549.439331,0.000000,412.275787,412.275787,378.673950,356.499481,388.415375,419.727783,555.067871,407.153381,391.277130,463.683990,449.507385,523.501648,482.436981,404.102692
458.632996,570.622437,606.652100,606.652100,361.790405,627.082886,301.940887,394.552185,529.906128,475.079468,511.459259,563.597961,563.597961,602.201782,474.679932,474.679932,498.824127,529.505737,412.275787,0.000000,0.000000,297.488983,280.692230,373.374451,472.037659,602.713013,429.886780,435.282990,470.865814,468.856903,601.723755,505.476349,466.890961
458.632996,570.622437,606.652100,606.652100,361.790405,627.082886,301.940887,394.552185,529.906128,475.079468,511.459259,563.597961,563.597961,602.201782,474.679932,474.679932,498.824127,529.505737,412.275787,0.000000,0.000000,297.488983,280.692230,373.374451,472.037659,602.713013,429.886780,435.282990,470.865814,468.856903,601.723755,505.476349,466.890961
417.968475,570.261353,556.731140,556.731140,320.306519,572.634094,359.686584,423.876648,532.236633,484.904175,509.631470,553.892639,553.892639,571.216736,492.868744,492.868744,490.190216,563.483215,378.673950,297.488983,297.488983,0.000000,318.248932,383.113922,478.776031,619.769714,464.687958,432.089172,414.485382,462.601410,581.776001,511.065643,480.070007
447.194061,511.612732,503.512207,503.512207,249.230423,511.803955,305.837769,331.692902,461.645782,393.007202,462.844116,476.336334,476.336334,549.195557,421.417542,421.417542,403.643036,519.017151,356.499481,280.692230,280.692230,318.248932,0.000000,334.110321,426.958771,571.134216,386.111786,415.588074,429.692078,438.351929,507.253204,457.484131,419.530975
508.007385,404.320984,420.161957,420.161957,312.581757,443.294281,340.111298,268.206818,392.947021,354.070862,378.440460,401.919769,401.919769,473.215759,326.736176,326.736176,384.733307,442.273499,388.415375,373.374451,373.374451,383.113922,334.110321,0.000000,328.139801,453.994141,357.827881,344.092957,462.959534,385.931915,423.010193,364.655701,369.523743
542.286438,391.996307,403.340637,403.340637,404.548492,427.361176,393.154999,393.031067,352.347107,346.968994,223.695938,369.745178,369.745178,455.292694,248.878662,248.878662,401.556580,539.715027,419.727783,472.037659,472.037659,478.776031,426.958771,328.139801,0.000000,357.779388,307.110199,404.282928,476.622955,389.213898,436.559265,243.304947,354.696136
654.805603,368.204468,402.415009,402.415009,550.313538,430.361298,551.672974,471.531647,441.587524,389.034149,396.419708,369.905487,369.905487,444.002655,401.534393,401.534393,443.530853,466.336060,555.067871,602.713013,602.713013,619.769714,571.134216,453.994141,357.779388,0.000000,413.754791,508.642242,552.321533,455.181519,388.211670,374.934387,466.220184
482.605743,428.039551,411.197510,411.197510,385.337433,433.709564,338.074158,401.095703,361.466125,321.231262,342.069580,389.337799,389.337799,463.015503,330.004883,330.004883,361.908936,561.062195,407.153381,429.886780,429.886780,464.687958,386.111786,357.827881,307.110199,413.754791,0.000000,402.077148,401.308472,363.908813,426.632111,374.006104,365.436584
