-80.0,-80.0,-80.0,-80.0,-80.0,-78.97014,-80.0,-79.67952,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.05003,-79.53075,-80.0,-78.021515,-79.46019,-80.0,-80.0,-80.0,-76.703964,-74.1286,-74.79798,-75.36166,-79.31996,-73.96753,-73.98967,-74.1722,-65.43027,-63.771328,-54.101334,-50.41787,-51.330196,-47.67479,-43.33069,-43.981003,-45.54044,-44.475197,-44.150394,-44.49627,-45.726418,-48.66815,-53.68167,-58.74036,-68.88094,-67.39909,-71.34296,-64.80806,-64.33588,-65.79993,-65.62354,-69.13472,-67.72351,-64.35597,-62.028625,-55.40801,-53.198082,-52.48808,-51.360287,-55.561626,-51.703545,-49.50163,-50.80455,-52.394306,-44.82021,-42.185955,-40.996452,-40.274452,-41.073616,-40.540092,-40.12932,-39.71673,-39.918102,-41.64476,-44.445244,-44.893806,-44.262566,-44.204887,-45.975983,-44.37622,-44.59953,-45.876495,-47.358223,-48.12964,-47.31282,-45.897064,-47.922432,-46.02265,-43.93804,-44.49508,-47.811165,-50.116943,-52.12207,-59.437946,-60.107605,-58.54217,-62.4165,-61.046215,-63.71676,-71.3322,-69.7686,-70.3351,-77.65017,-79.99461,-79.716934,-78.44678,-77.78305,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.926704,-79.963,-80.0
-80.0,-80.0,-80.0,-80.0,-78.165215,-75.67145,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.15161,-77.69829,-76.882126,-78.691086,-80.0,-78.971664,-68.4489,-60.401096,-60.7492,-53.195362,-47.130646,-46.905933,-44.35492,-38.26679,-41.866405,-41.13009,-41.67759,-40.58618,-38.05697,-43.229584,-44.92607,-50.863922,-55.337135,-52.362003,-52.258507,-55.537106,-52.932896,-55.179016,-49.883194,-49.616352,-48.021667,-45.78382,-42.11084,-41.352623,-37.885166,-30.03287,-21.778793,-16.778767,-16.922468,-19.53707,-19.338772,-19.233067,-18.781643,-17.61494,-15.608406,-13.447874,-12.353805,-12.338522,-13.221338,-13.825956,-14.168992,-15.5920925,-17.764236,-19.740536,-20.427067,-19.873966,-20.004597,-20.863075,-20.580423,-19.317753,-19.711924,-20.917196,-20.929192,-20.374949,-21.144083,-23.199812,-23.847656,-25.169733,-29.816216,-38.447433,-39.30909,-39.11599,-44.900303,-49.028076,-46.923656,-49.476814,-52.458447,-52.683792,-56.214848,-63.069027,-66.30846,-68.77776,-75.03084,-74.80234,-74.752914,-76.44051,-78.04207,-79.90987,-77.835175,-79.72533,-80.0,-80.0,-80.0,-78.01065,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-74.261154,-55.381023,-44.912956,-36.693413,-31.625648,-28.006084,-27.090092,-22.011692,-17.610996,-16.737904,-16.148125,-15.121873,-15.277007,-17.200151,-19.93856,-24.053278,-28.94233,-36.828773,-34.139412,-27.763035,-25.583595,-26.183983,-28.338337,-25.564402,-26.184124,-21.335918,-17.235273,-15.182418,-13.673858,-14.880612,-13.040445,-7.4727125,-5.045744,-7.435808,-15.0410595,-14.075445,-15.209438,-15.916239,-14.474548,-14.323106,-13.336151,-12.064642,-12.34277,-13.337788,-14.52358,-15.92326,-17.947792,-20.266285,-21.912893,-22.185375,-21.75213,-22.073223,-22.237833,-21.250608,-20.48244,-21.121614,-22.366196,-22.005795,-21.411562,-22.484571,-24.681656,-26.084457,-28.504452,-34.02865,-43.072178,-43.117706,-43.31127,-47.074318,-48.700207,-50.678467,-51.818493,-55.27213,-55.637516,-60.233376,-66.62753,-67.992676,-70.75528,-73.34897,-74.43915,-79.64842,-77.03549,-76.4052,-77.8828,-76.51069,-78.74281,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-67.82454,-49.06807,-35.045303,-26.529354,-21.007153,-18.012629,-18.462124,-15.238855,-8.220117,-3.7601728,-2.02215,-4.151634,-5.4810867,-4.8621397,-5.753602,-8.602406,-12.632814,-15.162849,-13.989044,-12.14259,-11.312147,-11.497128,-12.270678,-14.006112,-18.00162,-13.951585,-10.505034,-8.268665,-6.6144495,-6.9474144,-8.323139,-8.932628,-8.9122715,-11.691179,-18.866335,-22.635563,-27.933283,-32.317436,-30.203197,-33.900963,-35.188972,-32.382595,-31.804564,-30.699425,-30.599136,-30.999605,-30.554008,-30.030636,-29.963043,-31.50989,-30.644152,-30.019922,-29.714108,-31.469528,-34.216286,-36.085426,-38.141975,-40.852287,-40.19227,-38.25454,-36.378826,-36.907204,-39.463177,-43.67191,-48.079475,-44.470535,-44.210903,-44.34247,-44.832745,-47.144943,-50.67031,-51.787415,-53.855686,-63.473503,-65.767,-65.34486,-70.45355,-72.59412,-73.712616,-80.0,-80.0,-79.47203,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-68.828476,-54.59193,-38.08589,-32.283615,-26.04475,-21.869219,-20.857079,-16.200363,-11.607252,-6.8525867,-5.7102795,-10.039512,-12.609426,-10.916742,-10.324267,-12.956014,-16.78152,-18.739063,-17.009838,-16.17999,-16.626783,-16.498114,-16.52151,-18.970287,-21.380138,-21.800789,-21.020508,-18.77119,-16.547024,-16.072678,-19.421734,-26.52235,-31.442228,-31.1661,-26.26791,-21.122944,-17.702332,-18.47194,-17.470114,-13.372121,-11.107816,-10.257412,-10.614724,-11.882167,-14.049766,-15.338698,-14.975992,-14.909448,-16.20498,-18.615974,-19.567177,-20.083075,-21.057184,-21.454521,-22.745657,-23.735804,-24.130527,-25.208986,-25.07078,-23.544424,-22.956741,-24.355001,-27.718082,-33.211235,-39.50491,-38.91009,-38.797024,-41.423965,-37.37496,-37.07223,-39.71599,-42.538494,-47.86792,-59.61432,-63.454887,-66.1871,-59.667553,-59.44123,-66.142204,-69.54968,-69.370926,-72.08978,-77.25642,-79.30415,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-79.8339,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.83806,-70.96895,-53.56545,-45.169422,-37.31961,-31.73999,-22.762016,-18.531054,-17.797115,-16.59621,-15.403927,-17.931343,-19.19457,-21.408651,-26.348984,-29.418095,-34.024643,-42.634956,-43.614235,-49.44333,-49.917233,-46.44757,-46.754444,-47.440742,-42.58548,-52.889275,-47.384964,-32.11689,-30.609234,-26.305424,-21.666441,-21.998247,-16.843908,-12.99258,-16.033623,-11.754855,-10.98502,-10.245546,-6.8746586,-7.714159,-9.526974,-9.092228,-8.741663,-10.345315,-13.202306,-17.399714,-19.928112,-18.96743,-18.946798,-20.214327,-22.921432,-23.411829,-23.393024,-23.963211,-23.641806,-24.839205,-26.18563,-26.349016,-26.356703,-26.403257,-26.213465,-26.34828,-28.2112,-31.819477,-37.43361,-46.62507,-50.39971,-48.407455,-47.982063,-45.025158,-45.216106,-47.668674,-50.355934,-55.282,-61.700565,-62.289143,-62.96729,-59.452312,-60.47762,-66.29698,-69.80144,-71.26073,-76.15878,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-70.47875,-58.58573,-48.140244,-38.625523,-33.911583,-29.82075,-26.124977,-23.759611,-17.753298,-19.18467,-20.817892,-17.762789,-19.36755,-24.780197,-29.353714,-31.310814,-42.654423,-44.49883,-43.50409,-40.279354,-41.924133,-41.317394,-31.32399,-27.727156,-28.849007,-22.198349,-17.419521,-12.647289,-12.572357,-11.864949,-12.544411,-7.8129787,-1.7527752,-3.7273731,-10.039609,-13.361818,-13.462557,-9.692951,-13.188519,-21.599127,-25.723003,-26.387432,-31.203135,-34.658386,-34.88339,-38.494297,-42.262886,-41.661438,-44.330833,-42.06346,-43.966503,-46.571716,-46.101727,-51.476254,-49.307835,-50.321033,-55.49291,-54.607468,-52.185535,-57.88026,-59.564953,-55.93307,-54.447884,-53.393105,-53.822067,-55.204754,-57.80174,-63.923347,-60.701187,-61.01722,-62.35599,-65.71567,-70.446,-67.85231,-68.10193,-70.117325,-71.35352,-75.964096,-79.249146,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-75.15567,-55.186203,-44.550133,-41.38981,-38.102463,-33.34998,-21.675436,-15.946207,-16.849222,-13.577923,-9.576418,-10.341691,-12.942909,-15.932186,-16.225918,-14.42285,-10.526484,-8.334284,-8.2036295,-10.314974,-12.021969,-12.769244,-14.865936,-12.823449,-9.180319,-5.3201885,-1.8925304,-3.474289,-8.228544,-5.1988144,-8.225812,-9.733093,-3.5178204,-5.7803125,-15.886509,-18.95701,-19.780025,-20.71758,-24.54488,-28.225058,-27.163815,-24.013882,-22.664843,-22.214367,-22.591383,-25.590141,-31.406666,-35.407032,-33.772972,-36.045082,-39.083797,-47.36603,-44.088585,-42.826103,-43.769234,-46.168262,-47.55285,-46.192905,-48.010483,-49.308098,-49.186943,-49.932205,-53.201035,-51.857178,-50.922543,-56.060738,-61.953617,-66.75858,-65.45706,-66.39932,-67.83934,-65.231,-70.18426,-68.77518,-67.05029,-72.50127,-80.0,-78.268555,-75.97914,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-70.90564,-50.29951,-42.561394,-42.03093,-33.565144,-28.237305,-16.539349,-12.256264,-16.403934,-11.817134,-7.982133,-9.032767,-7.4108715,-8.694425,-11.177853,-10.352069,-3.9845352,-0.9028282,0.0,-0.51411057,-1.6512604,-3.37675,-5.7850513,-7.291195,-8.711103,-6.1497574,-2.6441746,-5.4658947,-10.528923,-9.402056,-15.425068,-19.769941,-18.693857,-20.269987,-24.388111,-22.84572,-16.832638,-15.328449,-20.05617,-23.269337,-25.607664,-23.602379,-24.635437,-23.607449,-23.883133,-25.822659,-30.36375,-34.529686,-35.418533,-37.680077,-41.38993,-50.036427,-48.399864,-47.4377,-47.11107,-46.910713,-50.542614,-48.803497,-50.649635,-50.3003,-51.10454,-53.85891,-57.282818,-57.047016,-57.967777,-58.19445,-64.38953,-67.70984,-65.83304,-68.99356,-67.714905,-65.88437,-65.06148,-67.07326,-69.67781,-71.659836,-73.574036,-78.17337,-78.047,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-73.071754,-55.496197,-50.351357,-44.90943,-35.343204,-30.9614,-21.822184,-19.432741,-25.324875,-19.396912,-15.699046,-17.840708,-16.879784,-17.911684,-19.793175,-19.37449,-12.752079,-9.697559,-8.190282,-7.512785,-8.234213,-10.671291,-13.354578,-16.255827,-21.673262,-22.883522,-20.33751,-20.374794,-23.14896,-26.587772,-27.676506,-27.107628,-26.026274,-26.62005,-21.21098,-20.915127,-20.717249,-21.268116,-25.853968,-28.621288,-29.719173,-33.512527,-39.71112,-45.56269,-47.561695,-44.920204,-46.453266,-49.18048,-49.635338,-51.340088,-49.01982,-49.910954,-48.785793,-51.424404,-53.294556,-49.15822,-48.20954,-50.456646,-52.8607,-54.631504,-55.593838,-55.66495,-57.486042,-57.895256,-59.637257,-56.88677,-54.765285,-58.26227,-63.57138,-60.207928,-60.84078,-65.11746,-63.465992,-66.72621,-68.748024,-71.19194,-71.16379,-73.07062,-77.48595,-76.70462,-77.59311,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
