epoch,lr_g,lr_d,train_loss_g,train_loss_g_recon,train_loss_g_valid,train_loss_g_ctc,train_acc_g_valid,train_cer_gt,train_cer_recon,train_loss_d,train_acc_d_real,train_acc_d_fake,val_loss_g,val_loss_g_recon,val_loss_g_valid,val_loss_g_ctc,val_acc_g_valid,val_cer_gt,val_cer_recon,val_loss_d,val_acc_d_real,val_acc_d_fake,best_val_loss_so_far,is_best,epoch_time_sec
18,9.980010000000001e-05,9.980010000000001e-05,0.2769438357729661,0.2176000742535842,2.004202830164056,3.9301735978377494,0.11381578955211137,0.11036919606359381,0.21052631578947367,0.4295675182028821,0.863157896619094,0.8861842124085677,0.2824777166048686,0.2299694816271464,0.9257956577671899,4.325027916166517,0.4305555555555556,0.0,0.0,0.5978992879390717,0.9166666666666666,0.5694444444444444,0.2765408257643382,0,1180.0883185863495
19,9.970029990000001e-05,9.970029990000001e-05,0.29384789655083104,0.22944931921206022,2.5064644813537598,3.9333935285869397,0.125,0.11750868747108861,0.21052631578947367,0.38299769202345296,0.8664473703033045,0.875,0.316127661201689,0.2357141739792294,3.746608999040392,4.294739458296034,0.006944444444444444,0.0,0.0,0.38708649741278756,0.7361111111111112,0.9930555555555556,0.2765408257643382,0,1132.6079030036926
20,9.960059960010001e-05,9.960059960010001e-05,0.29431528950992386,0.23187291857443357,2.2765265609088696,3.9677107334136963,0.10394736849947979,0.09922458309876292,0.21052631578947367,0.48527083585136815,0.8315789479958383,0.8960526334611993,0.27593640155262417,0.21593669884734684,1.8212403721279569,4.178729931513469,0.0,0.0,0.0,0.44444694701168275,0.7777777777777778,1.0,0.27593640155262417,1,1273.3247616291046
21,9.950099900049991e-05,9.950099900049991e-05,0.27786947394672196,0.21712077997232737,2.0496231129294946,4.0252462437278345,0.0802631582084455,0.10780810996105797,0.21052631578947367,0.29852558123437983,0.8782894736842105,0.9197368433600978,0.2846816447046068,0.2168227814965778,2.799203316370646,3.9866827858818903,0.013888888888888888,0.0,0.0,0.30454395711421967,0.6666666666666666,0.9861111111111112,0.27593640155262417,0,1111.7610592842102
22,9.94014980014994e-05,9.94014980014994e-05,0.29282123477835403,0.2274845783647738,2.613315488162794,3.920350426121762,0.08750000007842716,0.10602619930317528,0.21052631578947367,0.3085049182960862,0.869736843987515,0.9125000018822519,0.2934520873758528,0.22678321765528786,2.653051687611474,4.013835218217638,0.13194444444444445,0.0,0.0,0.3309970084163878,0.8472222222222222,0.8680555555555556,0.27593640155262417,0,1111.632061958313
23,9.930209650349791e-05,9.930209650349791e-05,0.2940263308976826,0.22645961846175947,2.8329167554253027,3.9237545289491353,0.10263157910422276,0.10457675237404673,0.21052631578947367,0.26881526881142664,0.8782894736842105,0.8973684216800489,0.2872818112373352,0.2278963327407837,1.8725791176160176,4.065968725416395,0.13194444444444445,0.0,0.0,0.38901622427834404,0.875,0.8680555555555556,0.27593640155262417,0,1132.7549767494202
24,9.920279440699441e-05,9.920279440699441e-05,0.2866784365553605,0.223422793181319,2.357278911690963,3.9682851465124833,0.08881578947368421,0.10627302684282001,0.21052631578947367,0.3177739813139564,0.8368421055768666,0.9111842105263158,0.2902630302641127,0.22676401999261644,2.261504504415724,4.0883968936072455,0.034722222222222224,0.0,0.0,0.20054790874322256,0.875,0.9652777777777778,0.27593640155262417,0,1109.382975101471
25,9.910359161258741e-05,9.910359161258741e-05,0.290073551629719,0.22179359040762248,2.8971988401914897,3.9307975894526432,0.08223684210526316,0.0960413750849272,0.21052631578947367,0.2170966710699232,0.9177631578947368,0.9177631578947368,0.27327819996409947,0.2186546805832121,1.5142777231004503,3.948074287838406,0.3125,0.0,0.0,0.42405294047461617,0.9166666666666666,0.6875,0.27327819996409947,1,1155.1672220230103
26,9.900448802097483e-05,9.900448802097483e-05,0.29340596261777374,0.22600243201381282,2.5133335904071203,4.227019109224019,0.16776315789473684,0.09677191470798693,0.21052631578947367,0.4144007704759899,0.8243421065179926,0.8322368421052632,0.29777035117149353,0.22451474765936533,3.1498704751332602,4.175689909193251,0.04861111111111111,0.0,0.0,0.41550646473964054,0.5833333333333334,0.9513888888888888,0.27327819996409947,0,1050.0366661548615
27,9.890548353295386e-05,9.890548353295386e-05,0.2775473453496632,0.2143343796855525,2.269912129954288,4.051384712520399,0.10065789481526927,0.10062340686195775,0.21052631578947367,0.24235744656700836,0.9046052631578947,0.8993421071454099,0.28162942992316353,0.21595845950974357,2.4207732809914484,4.146324343151516,0.0625,0.0,0.0,0.25922348846991855,0.8055555555555556,0.9375,0.27327819996409947,0,1091.1593866348267
28,9.88065780494209e-05,9.88065780494209e-05,0.295305145414252,0.2306327372789383,2.2607301206965196,4.206510656758359,0.2059210527100061,0.10425990035659388,0.21052631578947367,0.4959135714330171,0.7539473677936354,0.794078949250673,0.29735199941529167,0.22796338299910227,2.8176346090104847,4.121226522657606,0.041666666666666664,0.0,0.0,0.35650498751136994,0.7638888888888888,0.9583333333333334,0.27327819996409947,0,1085.4766676425934
29,9.870777147137147e-05,9.870777147137147e-05,0.2831822649428719,0.21672008617928154,2.6808692907032214,3.965348720550537,0.08092105271000612,0.1202587642167744,0.21052631578947367,0.19182730270059486,0.9539473684210527,0.919078949250673,0.2832408944765727,0.2148327993022071,2.5974924564361572,4.243317710028754,0.08333333333333333,0.0,0.0,0.21467197686433792,0.9444444444444444,0.9166666666666666,0.27327819996409947,0,1061.987864971161
30,9.860906369990011e-05,9.860906369990011e-05,0.29321471640938207,0.21872230501551376,3.4859844257957056,3.963257074356079,0.06907894736842106,0.09461395207204316,0.21052631578947367,0.178762759817274,0.925657896619094,0.930921052631579,0.30915947755177814,0.22429086599085066,4.416180107328627,4.070680724249946,0.0,0.0,0.0,0.20422300158275497,0.7638888888888888,1.0,0.27327819996409947,0,1125.7814667224884
31,9.85104546362002e-05,9.85104546362002e-05,0.2980740603647734,0.2228424713799828,3.6081389627958598,3.9150198760785555,0.05131578955211138,0.1262388731303968,0.21052631578947367,0.13837312005068125,0.9572368421052632,0.9486842124085677,0.30667643745740253,0.22614123092757332,4.016157812542385,4.037362469567193,0.027777777777777776,0.0,0.0,0.2139816860564881,0.8333333333333334,0.9722222222222222,0.27327819996409947,0,1098.1222672462463
32,9.8411944181564e-05,9.8411944181564e-05,0.3116453164502194,0.24130626414951525,3.153339611856561,3.880566509146439,0.0756578947368421,0.1183577117167021,0.21052631578947367,0.2892780931372392,0.8618421052631579,0.9243421052631579,0.28803085618548924,0.22125856247213152,2.46460223197937,4.212626960542467,0.2152777777777778,0.0,0.0,0.4756234387556712,0.7638888888888888,0.7847222222222222,0.27327819996409947,0,1061.8919866085052
33,9.831353223738244e-05,9.831353223738244e-05,0.2977470943802281,0.2228890626054061,3.390217109730369,4.09558599873593,0.0756578947368421,0.08388900756835938,0.21052631578947367,0.2630054723275335,0.8868421065179926,0.9243421052631579,0.3080795605977376,0.2372435066435072,2.809265613555908,4.2743401527404785,0.125,0.0,0.0,0.33527471290694344,0.9027777777777778,0.875,0.27327819996409947,0,1023.1868839263916
34,9.821521870514505e-05,9.821521870514505e-05,0.31288567499110576,0.24069634785777644,3.0790829846733496,4.139850277649729,0.09210526315789473,0.12017065914053666,0.21052631578947367,0.26180451167257207,0.8993421071454099,0.9078947368421053,0.32078728410932755,0.23831208712524837,4.236664772033691,4.010854853524102,0.006944444444444444,0.0,0.0,0.13955815674530136,0.8888888888888888,0.9930555555555556,0.27327819996409947,0,1097.16792178154
35,9.81170034864399e-05,9.81170034864399e-05,0.3025507158354709,0.22802966519405968,3.4142377627523324,4.037866981405961,0.04802631586790085,0.08756176735225477,0.21052631578947367,0.1588053711150822,0.9375,0.9519736860927782,0.3040505846341451,0.22212518586052787,4.048166725370619,4.144373257954915,0.0,0.0,0.0,0.06590225112934907,0.9861111111111112,1.0,0.27327819996409947,0,1042.8786351680756
36,9.801888648295346e-05,9.801888648295346e-05,0.3055012257475602,0.22549754302752645,3.9311609770122327,4.069207329499094,0.05263157894736842,0.0941706613490456,0.21052631578947367,0.13920605594390317,0.9467105269432068,0.9473684210526315,0.32369210984971786,0.23304150998592377,4.8582497702704535,4.2068107922871905,0.0,0.0,0.0,0.1389203713172012,0.8472222222222222,1.0,0.27327819996409947,0,1048.9628138542175
37,9.792086759647051e-05,9.792086759647051e-05,0.31064690414227936,0.2349257484862679,3.5496641334734464,4.022451476046913,0.08881578947368421,0.12813257073101245,0.21052631578947367,0.2443873033319649,0.9210526315789473,0.9111842105263158,0.30067882272932267,0.23437022666136423,2.6308968332078724,3.9999621709187827,0.05555555555555555,0.0,0.0,0.19940926134586334,0.9444444444444444,0.9444444444444444,0.27327819996409947,0,1063.2952513694763
38,9.782294672887403e-05,9.782294672887403e-05,0.31346764376288966,0.23517346538995443,3.8959139522753263,3.9335038912923714,0.08684210557686656,0.09365370085364894,0.21052631578947367,0.23550227735387652,0.925657896619094,0.9131578959916767,0.2820041212770674,0.21632813579506344,2.1164019637637668,4.451196352640788,0.2847222222222222,0.0,0.0,0.3982592721780141,0.9305555555555556,0.7152777777777778,0.27327819996409947,0,1045.9935541152954
39,9.772512378214515e-05,9.772512378214515e-05,0.2905813157558441,0.21913436368892067,3.043718977978355,4.100976228713989,0.08618421068317011,0.10673491264644422,0.21052631578947367,0.30105299424183996,0.9026315808296204,0.9138157901011015,0.29687795374128556,0.2206978036297692,3.4460508028666177,4.17196438047621,0.020833333333333332,0.0,0.0,0.20087883207533094,0.875,0.9791666666666666,0.27327819996409947,0,1028.9644751548767
40,9.762739865836301e-05,9.762739865836301e-05,0.299438708706906,0.22378876726878316,3.510972920217012,4.054021421231721,0.05131578955211138,0.0986684262752533,0.21052631578947367,0.18415882624685764,0.9276315789473685,0.9486842124085677,0.29331470529238385,0.2171584831343757,3.4833812183803983,4.132241408030192,0.006944444444444444,0.0,0.0,0.24027345132910544,1.0,0.9930555555555556,0.27327819996409947,0,1114.8438749313354
41,9.752977125970466e-05,9.752977125970466e-05,0.2989638118367446,0.22288501968509272,3.471676286898161,4.136202812194824,0.05921052631578947,0.09797270047037225,0.21052631578947367,0.1805037297308445,0.9342105263157895,0.9407894736842105,0.3014822006225586,0.21870040396849313,4.096032036675347,4.182147953245375,0.013888888888888888,0.0,0.0,0.14723624599476656,0.9027777777777778,0.9861111111111112,0.27327819996409947,0,1023.2094104290009
42,9.743224148844495e-05,9.743224148844495e-05,0.3020325459932026,0.22297419764493642,3.8641498841737447,4.0416845773395735,0.05789473692053243,0.10128598621017054,0.21052631578947367,0.16614612191915512,0.944078947368421,0.9421052650401467,0.3174965977668762,0.2383290860388014,3.7638681994544134,4.152882814407349,0.09722222222222222,0.0,0.0,0.17081935786538655,0.9861111111111112,0.9027777777777778,0.27327819996409947,0,1049.6982390880585
43,9.73348092469565e-05,9.73348092469565e-05,0.3140242742864709,0.23080939681906448,4.1462536862022,4.175234041715923,0.059868421209485906,0.09890804165288021,0.21052631578947367,0.15835727819878803,0.9671052631578947,0.9401315795747858,0.3046238157484267,0.23242115477720895,2.9369870291815863,4.283279630872938,0.0763888888888889,0.0,0.0,0.17416170943114492,0.9861111111111112,0.9236111111111112,0.27327819996409947,0,1025.6270616054535
44,9.723747443770954e-05,9.723747443770954e-05,0.30436963627212926,0.2244408977659125,3.905501679370278,4.087372202622263,0.07894736842105263,0.12029366901046351,0.21052631578947367,0.20355196767731717,0.9118421046357406,0.9210526315789473,0.2982361680931515,0.22346197234259713,3.349501027001275,4.127918905682034,0.0763888888888889,0.0,0.0,0.1327964480345448,0.9861111111111112,0.9236111111111112,0.27327819996409947,0,1055.3445641994476
45,9.714023696327183e-05,9.714023696327183e-05,0.30439515176572296,0.22582778962034927,3.8500017743361625,4.006734559410496,0.08092105271000612,0.08286346887287341,0.21052631578947367,0.19217669297205775,0.9289473703033045,0.919078949250673,0.3076720204618242,0.23043137623204124,3.678393284479777,4.045671277576023,0.041666666666666664,0.0,0.0,0.09259929901195897,1.0,0.9583333333333334,0.27327819996409947,0,1072.0980350971222
46,9.704309672630856e-05,9.704309672630856e-05,0.30726560166007594,0.2284528589562366,3.9240089152988635,3.9572651260777523,0.08223684210526316,0.12411887237900182,0.21052631578947367,0.20623289244739632,0.9243421052631579,0.9177631578947368,0.30492177936765885,0.2383603205283483,2.598276694615682,4.057869566811456,0.25,0.0,0.0,0.27249027726550895,1.0,0.75,0.27327819996409947,0,1039.3619103431702
47,9.694605362958225e-05,9.694605362958225e-05,0.30967519942082855,0.23560937454825953,3.4465182643187675,3.960064461356715,0.11842105263157894,0.1158560059572521,0.21052631578947367,0.27430846267624903,0.881578947368421,0.881578947368421,0.3049995137585534,0.22943138082822165,3.591436253653632,3.96537717183431,0.034722222222222224,0.0,0.0,0.0996004654508498,0.9722222222222222,0.9652777777777778,0.27327819996409947,0,1540.276967048645
48,9.684910757595267e-05,9.684910757595267e-05,0.3025575954663126,0.22843594143265172,3.5428312640441093,3.8693345847882723,0.09407894744684822,0.10409863057889436,0.21052631578947367,0.20233182295372612,0.930921052631579,0.9059210545138309,0.3302147885163625,0.24679084618886313,4.215100076463488,4.127294831805759,0.05555555555555555,0.0,0.0,0.30611576036446625,0.8333333333333334,0.9444444444444444,0.27327819996409947,0,1098.9062542915344
49,9.675225846837672e-05,9.675225846837672e-05,0.31871636447153595,0.24445746525337822,3.4033092699552836,4.022581050270482,0.08223684210526316,0.10814632083240308,0.21052631578947367,0.31499877454418884,0.8796052650401467,0.9177631578947368,0.31789396206537884,0.24440642363495296,3.0593850347730847,4.289369424184163,0.04861111111111111,0.0,0.0,0.1877968278196123,0.9027777777777778,0.9513888888888888,0.27327819996409947,0,1063.0338027477264
50,9.665550620990834e-05,9.665550620990834e-05,0.30302125529239055,0.22923766547127775,3.4310993897287467,3.947259890405755,0.05131578955211138,0.10897276746599298,0.21052631578947367,0.1358864636797654,0.9638157894736842,0.9486842124085677,0.3400949736436208,0.24771795173486075,5.3458141750759545,3.8918880356682672,0.013888888888888888,0.0,0.0,0.14315120244605672,0.9166666666666666,0.9861111111111112,0.27327819996409947,0,1071.2929706573486
51,9.655885070369844e-05,9.655885070369844e-05,0.3139247768803647,0.23614155148205004,3.856235930794164,3.9220871674387077,0.07960526331474907,0.09742156925954316,0.21052631578947367,0.22124413283247696,0.9243421052631579,0.9203947374695226,0.3179838756720225,0.24153591526879203,3.433712270524767,4.2110832002427845,0.006944444444444444,0.0,0.0,0.132926224420468,0.9166666666666666,0.9930555555555556,0.27327819996409947,0,1046.2788758277893
52,9.646229185299473e-05,9.646229185299473e-05,0.3066798809327577,0.2289964093973762,3.767148758235731,4.001198505100451,0.07763157902579558,0.09531896679024947,0.21052631578947367,0.2014851761295607,0.9236842111537331,0.9223684229348835,0.34264138009813094,0.24743092722362942,5.4270904329088,4.093955543306139,0.027777777777777776,0.0,0.0,0.23173120617866516,0.8611111111111112,0.9722222222222222,0.27327819996409947,0,1067.8850417137146
53,9.636582956114173e-05,9.636582956114173e-05,0.3053966399870421,0.2306914000134719,3.4634016313050924,4.007122340955232,0.09934210542001222,0.114143032776682,0.21052631578947367,0.2211803974289643,0.9059210545138309,0.9006578953642594,0.3212684392929077,0.2365871998998854,4.296760771009657,4.171363194783528,0.013888888888888888,0.0,0.0,0.09311043295181459,0.9861111111111112,0.9861111111111112,0.27327819996409947,0,1053.6120891571045
54,9.62694637315806e-05,9.62694637315806e-05,0.307955392097172,0.2271047077680889,4.134378320292423,3.95069042005037,0.04473684218369032,0.08880732404558282,0.21052631578947367,0.10531867040615332,0.9717105281980414,0.9552631597769888,0.34198884500397575,0.25446832014454734,4.704800526301066,4.047252708011204,0.006944444444444444,0.0,0.0,0.1380614267869128,0.9166666666666666,0.9930555555555556,0.27327819996409947,0,1100.8781220912933
55,9.617319426784902e-05,9.617319426784902e-05,0.3130612436093782,0.22956031482470662,4.396586656570435,3.953506306598061,0.07236842105263158,0.10885770854197051,0.21052631578947367,0.15226098150014877,0.9375,0.9276315789473685,0.3280685908264584,0.2364622801542282,5.19210852517022,3.968522548675537,0.0,0.0,0.0,0.07253030159821112,0.9722222222222222,1.0,0.27327819996409947,0,1045.9405767917633
56,9.607702107358116e-05,9.607702107358116e-05,0.30615544789715815,0.22226393065954508,4.490685299823158,3.898466988613731,0.06776315797316401,0.10443538741061562,0.21052631578947367,0.1394910269269818,0.9532894743116278,0.932236843987515,0.323608891831504,0.2474058965841929,3.7271681096818714,3.8931313355763755,0.16666666666666666,0.0,0.0,0.3170009108984636,0.9305555555555556,0.8333333333333334,0.27327819996409947,0,1061.3875160217285
57,9.598094405250758e-05,9.598094405250758e-05,0.3034467806941585,0.2283649915143063,3.6171801341207406,3.8909990285572253,0.10394736849947979,0.10333273442167985,0.21052631578947367,0.26467760122920336,0.9046052631578947,0.8960526334611993,0.3071364694171482,0.22575890686776903,3.967950370576647,4.1698060565524635,0.034722222222222224,0.0,0.0,0.0835054675117135,1.0,0.9652777777777778,0.27327819996409947,0,1078.0213551521301
58,9.588496310845507e-05,9.588496310845507e-05,0.3059058832494836,0.22706579299349533,3.9859405881480168,3.898069143295288,0.06907894736842106,0.1157156040793971,0.21052631578947367,0.20353277772665024,0.9342105263157895,0.930921052631579,0.3269178767999013,0.2478054232067532,3.985292116800944,3.9259537325965033,0.006944444444444444,0.0,0.0,0.07399301644828585,0.9722222222222222,0.9930555555555556,0.27327819996409947,0,1068.1750915050507
59,9.578907814534661e-05,9.578907814534661e-05,0.3020817872725035,0.2247004156049929,3.8002176159306575,3.9379202064714933,0.05131578955211138,0.08676777701628835,0.21052631578947367,0.12008150961053998,0.9802631578947368,0.9486842124085677,0.3332340717315674,0.24268453982141283,5.119871457417806,3.9350828064812555,0.006944444444444444,0.0,0.0,0.03150934436255031,1.0,0.9930555555555556,0.27327819996409947,0,1079.1910316944122
60,9.569328906720127e-05,9.569328906720127e-05,0.3113243281841278,0.22686201961416946,4.538573591332686,3.9076576232910156,0.04276315789473684,0.08995809680537174,0.21052631578947367,0.13376124869836004,0.9605263157894737,0.9572368421052632,0.3381871349281735,0.2431671784983741,5.575856897566053,3.926139619615343,0.013888888888888888,0.0,0.0,0.07023882555464904,0.9861111111111112,0.9861111111111112,0.27327819996409947,0,1109.5483582019806
61,9.559759577813406e-05,9.559759577813406e-05,0.30783935283359726,0.22563203149720243,4.2731010851107145,3.9476310704883777,0.061842105890575205,0.10408760215106763,0.21052631578947367,0.14109358250310547,0.9769736842105263,0.9381578941094247,0.34344157576560974,0.25230900943279266,5.054555257161458,4.058702283435398,0.027777777777777776,0.0,0.0,0.07237213477492332,0.9722222222222222,0.9722222222222222,0.27327819996409947,0,1080.9679443836212
62,9.550199818235592e-05,9.550199818235592e-05,0.313509043894316,0.22841928115016535,4.454732455705342,4.054244016346178,0.05263157894736842,0.10670011608224166,0.21052631578947367,0.16389156701533417,0.930921052631579,0.9473684210526315,0.337727901008394,0.2495458357863956,4.482840034696791,4.335367043813069,0.04861111111111111,0.0,0.0,0.34782616049051285,0.9444444444444444,0.9513888888888888,0.27327819996409947,0,1058.7042603492737
63,9.540649618417357e-05,9.540649618417357e-05,0.3052277219922919,0.22497785091400146,4.027670571678563,3.9973169627942537,0.08947368436738064,0.08102879712456151,0.21052631578947367,0.250300843072565,0.9539473684210527,0.910526316416891,0.34136635396215653,0.24272014200687408,5.767003960079617,4.097616963916355,0.006944444444444444,0.0,0.0,0.2371823357211219,0.8888888888888888,0.9930555555555556,0.27327819996409947,0,1053.3764607906342
64,9.53110896879894e-05,9.53110896879894e-05,0.3078798102705102,0.2260040609460128,4.214197372135363,3.9733777046203613,0.04276315789473684,0.10124374220245763,0.21052631578947367,0.15485401059451856,0.9539473684210527,0.9572368421052632,0.3477577633327908,0.25320596827401054,5.503663116031223,3.9515164958106146,0.013888888888888888,0.0,0.0,0.06141876263750924,0.9722222222222222,0.9861111111111112,0.27327819996409947,0,1081.5122170448303
